Date,Avg_Player,Final_Price,Base_Price,Discount_%,Is_Sale,Is_Weekend,Is_Holiday,Days_Since_Release
2023-03-13,52172.0,59.99,59.99,0.0,0,0,0,382
2023-03-14,51828.0,59.99,59.99,0.0,0,0,0,383
2023-03-15,51380.0,59.99,59.99,0.0,0,0,0,384
2023-03-16,49925.0,59.99,59.99,0.0,0,0,0,385
2023-03-17,53979.0,59.99,59.99,0.0,0,0,0,386
2023-03-18,65288.0,59.99,59.99,0.0,0,1,0,387
2023-03-19,65715.0,59.99,59.99,0.0,0,1,0,388
2023-03-20,48532.0,59.99,59.99,0.0,0,0,0,389
2023-03-21,47647.0,59.99,59.99,0.0,0,0,0,390
2023-03-22,46180.0,59.99,59.99,0.0,0,0,0,391
2023-03-23,41925.0,59.99,59.99,0.0,0,0,0,392
2023-03-24,49453.0,59.99,59.99,0.0,0,0,0,393
2023-03-25,59695.0,59.99,59.99,0.0,0,1,0,394
2023-03-26,61855.0,59.99,59.99,0.0,0,1,0,395
2023-03-27,46494.0,59.99,59.99,0.0,0,0,0,396
2023-03-28,45767.0,59.99,59.99,0.0,0,0,0,397
2023-03-29,44975.0,59.99,59.99,0.0,0,0,0,398
2023-03-30,44684.0,59.99,59.99,0.0,0,0,0,399
2023-03-31,48691.0,59.99,59.99,0.0,0,0,0,400
2023-04-01,58457.0,59.99,59.99,0.0,0,1,0,401
2023-04-02,59445.0,59.99,59.99,0.0,0,1,0,402
2023-04-03,45291.0,59.99,59.99,0.0,0,0,0,403
2023-04-04,47166.0,59.99,59.99,0.0,0,0,0,404
2023-04-05,45090.0,59.99,59.99,0.0,0,0,0,405
2023-04-06,45717.0,59.99,59.99,0.0,0,0,0,406
2023-04-07,52364.0,59.99,59.99,0.0,0,0,0,407
2023-04-08,55428.0,59.99,59.99,0.0,0,1,0,408
2023-04-09,52760.0,59.99,59.99,0.0,0,1,0,409
2023-04-10,50213.0,59.99,59.99,0.0,0,0,0,410
2023-04-11,42467.0,59.99,59.99,0.0,0,0,0,411
2023-04-12,41017.0,59.99,59.99,0.0,0,0,0,412
2023-04-13,39691.0,59.99,59.99,0.0,0,0,0,413
2023-04-14,43496.0,59.99,59.99,0.0,0,0,0,414
2023-04-15,52158.0,59.99,59.99,0.0,0,1,0,415
2023-04-16,51836.0,59.99,59.99,0.0,0,1,0,416
2023-04-17,38321.0,59.99,59.99,0.0,0,0,0,417
2023-04-18,36923.0,59.99,59.99,0.0,0,0,0,418
2023-04-19,36584.0,59.99,59.99,0.0,0,0,0,419
2023-04-20,36097.0,59.99,59.99,0.0,0,0,0,420
2023-04-21,39789.0,59.99,59.99,0.0,0,0,0,421
2023-04-22,46426.0,59.99,59.99,0.0,0,1,0,422
2023-04-23,48967.0,59.99,59.99,0.0,0,1,0,423
2023-04-24,36830.0,59.99,59.99,0.0,0,0,0,424
2023-04-25,36068.0,59.99,59.99,0.0,0,0,0,425
2023-04-26,32758.0,59.99,59.99,0.0,0,0,0,426
2023-04-27,32122.0,59.99,59.99,0.0,0,0,0,427
2023-04-28,34267.0,59.99,59.99,0.0,0,0,0,428
2023-04-29,41783.0,59.99,59.99,0.0,0,1,0,429
2023-04-30,43676.0,59.99,59.99,0.0,0,1,0,430
2023-05-01,40361.0,59.99,59.99,0.0,0,0,0,431
2023-05-02,31921.0,59.99,59.99,0.0,0,0,0,432
2023-05-03,30916.0,59.99,59.99,0.0,0,0,0,433
2023-05-04,31508.0,59.99,59.99,0.0,0,0,0,434
2023-05-05,33930.0,59.99,59.99,0.0,0,0,0,435
2023-05-06,43178.0,59.99,59.99,0.0,0,1,0,436
2023-05-07,43846.0,59.99,59.99,0.0,0,1,0,437
2023-05-08,34919.0,59.99,59.99,0.0,0,0,0,438
2023-05-09,31837.0,59.99,59.99,0.0,0,0,0,439
2023-05-10,30793.0,59.99,59.99,0.0,0,0,0,440
2023-05-11,30088.0,59.99,59.99,0.0,0,0,0,441
2023-05-12,32558.0,59.99,59.99,0.0,0,0,0,442
2023-05-13,38122.0,59.99,59.99,0.0,0,1,0,443
2023-05-14,38263.0,59.99,59.99,0.0,0,1,0,444
2023-05-15,28691.0,59.99,59.99,0.0,0,0,0,445
2023-05-16,28813.0,59.99,59.99,0.0,0,0,0,446
2023-05-17,28575.0,59.99,59.99,0.0,0,0,0,447
2023-05-18,30038.0,59.99,59.99,0.0,0,0,0,448
2023-05-19,31166.0,59.99,59.99,0.0,0,0,0,449
2023-05-20,36420.0,59.99,59.99,0.0,0,1,0,450
2023-05-21,36887.0,59.99,59.99,0.0,0,1,0,451
2023-05-22,28020.0,59.99,59.99,0.0,0,0,0,452
2023-05-23,27566.0,59.99,59.99,0.0,0,0,0,453
2023-05-24,26774.0,59.99,59.99,0.0,0,0,0,454
2023-05-25,26577.0,59.99,59.99,0.0,0,0,0,455
2023-05-26,29204.0,59.99,59.99,0.0,0,0,0,456
2023-05-27,35042.0,59.99,59.99,0.0,0,1,0,457
2023-05-28,35342.0,59.99,59.99,0.0,0,1,0,458
2023-05-29,33901.0,59.99,59.99,0.0,0,0,1,459
2023-05-30,27495.0,59.99,59.99,0.0,0,0,0,460
2023-05-31,26947.0,59.99,59.99,0.0,0,0,0,461
2023-06-01,26249.0,59.99,59.99,0.0,0,0,0,462
2023-06-02,27818.0,59.99,59.99,0.0,0,0,0,463
2023-06-03,32677.0,59.99,59.99,0.0,0,1,0,464
2023-06-04,33545.0,59.99,59.99,0.0,0,1,0,465
2023-06-05,26296.0,59.99,59.99,0.0,0,0,0,466
2023-06-06,25368.0,59.99,59.99,0.0,0,0,0,467
2023-06-07,24679.0,59.99,59.99,0.0,0,0,0,468
2023-06-08,25851.0,59.99,59.99,0.0,0,0,0,469
2023-06-09,26273.0,59.99,59.99,0.0,0,0,0,470
2023-06-10,30805.0,59.99,59.99,0.0,0,1,0,471
2023-06-11,31366.0,59.99,59.99,0.0,0,1,0,472
2023-06-12,25086.0,59.99,59.99,0.0,0,0,0,473
2023-06-13,24103.0,59.99,59.99,0.0,0,0,0,474
2023-06-14,23868.0,59.99,59.99,0.0,0,0,0,475
2023-06-15,23082.0,59.99,59.99,0.0,0,0,0,476
2023-06-16,25001.0,59.99,59.99,0.0,0,0,0,477
2023-06-17,29745.0,59.99,59.99,0.0,0,1,0,478
2023-06-18,29793.0,59.99,59.99,0.0,0,1,0,479
2023-06-19,24623.0,59.99,59.99,0.0,0,0,1,480
2023-06-20,24203.0,59.99,59.99,0.0,0,0,0,481
2023-06-21,24252.0,59.99,59.99,0.0,0,0,0,482
2023-06-22,24233.0,59.99,59.99,0.0,0,0,0,483
2023-06-23,25453.0,59.99,59.99,0.0,0,0,0,484
2023-06-24,29001.0,59.99,59.99,0.0,0,1,0,485
2023-06-25,30817.0,59.99,59.99,0.0,0,1,0,486
2023-06-26,24927.0,59.99,59.99,0.0,0,0,0,487
2023-06-27,25072.0,59.99,59.99,0.0,0,0,0,488
2023-06-28,24122.0,59.99,59.99,0.0,0,0,0,489
2023-06-29,23957.0,41.99,59.99,30.005000833472245,1,0,0,490
2023-06-30,34701.0,41.99,59.99,30.005000833472245,1,0,0,491
2023-07-01,44095.0,41.99,59.99,30.005000833472245,1,1,0,492
2023-07-02,48446.0,41.99,59.99,30.005000833472245,1,1,0,493
2023-07-03,44497.0,41.99,59.99,30.005000833472245,1,0,0,494
2023-07-04,46512.0,41.99,59.99,30.005000833472245,1,0,1,495
2023-07-05,45109.0,41.99,59.99,30.005000833472245,1,0,0,496
2023-07-06,44781.0,41.99,59.99,30.005000833472245,1,0,0,497
2023-07-07,47260.0,41.99,59.99,30.005000833472245,1,0,0,498
2023-07-08,53546.0,41.99,59.99,30.005000833472245,1,1,0,499
2023-07-09,55553.0,41.99,59.99,30.005000833472245,1,1,0,500
2023-07-10,48361.0,41.99,59.99,30.005000833472245,1,0,0,501
2023-07-11,48747.0,41.99,59.99,30.005000833472245,1,0,0,502
2023-07-12,49016.0,41.99,59.99,30.005000833472245,1,0,0,503
2023-07-13,49362.0,59.99,59.99,0.0,0,0,0,504
2023-07-14,49961.0,59.99,59.99,0.0,0,0,0,505
2023-07-15,55071.0,59.99,59.99,0.0,0,1,0,506
2023-07-16,56869.0,59.99,59.99,0.0,0,1,0,507
2023-07-17,48717.0,59.99,59.99,0.0,0,0,0,508
2023-07-18,48379.0,59.99,59.99,0.0,0,0,0,509
2023-07-19,46479.0,59.99,59.99,0.0,0,0,0,510
2023-07-20,45382.0,59.99,59.99,0.0,0,0,0,511
2023-07-21,45411.0,59.99,59.99,0.0,0,0,0,512
2023-07-22,50369.0,59.99,59.99,0.0,0,1,0,513
2023-07-23,51603.0,59.99,59.99,0.0,0,1,0,514
2023-07-24,44154.0,59.99,59.99,0.0,0,0,0,515
2023-07-25,43352.0,59.99,59.99,0.0,0,0,0,516
2023-07-26,42581.0,59.99,59.99,0.0,0,0,0,517
2023-07-27,42926.0,59.99,59.99,0.0,0,0,0,518
2023-07-28,44497.0,59.99,59.99,0.0,0,0,0,519
2023-07-29,49819.0,59.99,59.99,0.0,0,1,0,520
2023-07-30,50677.0,59.99,59.99,0.0,0,1,0,521
2023-07-31,43165.0,59.99,59.99,0.0,0,0,0,522
2023-08-01,42618.0,59.99,59.99,0.0,0,0,0,523
2023-08-02,41846.0,59.99,59.99,0.0,0,0,0,524
2023-08-03,41135.0,59.99,59.99,0.0,0,0,0,525
2023-08-04,40451.0,59.99,59.99,0.0,0,0,0,526
2023-08-05,45275.0,59.99,59.99,0.0,0,1,0,527
2023-08-06,46218.0,59.99,59.99,0.0,0,1,0,528
2023-08-07,39367.0,59.99,59.99,0.0,0,0,0,529
2023-08-08,38470.0,59.99,59.99,0.0,0,0,0,530
2023-08-09,37054.0,59.99,59.99,0.0,0,0,0,531
2023-08-10,36260.0,59.99,59.99,0.0,0,0,0,532
2023-08-11,37030.0,59.99,59.99,0.0,0,0,0,533
2023-08-12,41293.0,59.99,59.99,0.0,0,1,0,534
2023-08-13,42458.0,59.99,59.99,0.0,0,1,0,535
2023-08-14,36537.0,59.99,59.99,0.0,0,0,0,536
2023-08-15,36616.0,59.99,59.99,0.0,0,0,0,537
2023-08-16,33649.0,59.99,59.99,0.0,0,0,0,538
2023-08-17,33314.0,59.99,59.99,0.0,0,0,0,539
2023-08-18,34245.0,59.99,59.99,0.0,0,0,0,540
2023-08-19,38415.0,59.99,59.99,0.0,0,1,0,541
2023-08-20,40203.0,59.99,59.99,0.0,0,1,0,542
2023-08-21,33921.0,59.99,59.99,0.0,0,0,0,543
2023-08-22,33804.0,59.99,59.99,0.0,0,0,0,544
2023-08-23,33701.0,59.99,59.99,0.0,0,0,0,545
2023-08-24,33088.0,59.99,59.99,0.0,0,0,0,546
2023-08-25,34156.0,59.99,59.99,0.0,0,0,0,547
2023-08-26,38469.0,59.99,59.99,0.0,0,1,0,548
2023-08-27,39998.0,59.99,59.99,0.0,0,1,0,549
2023-08-28,33619.0,59.99,59.99,0.0,0,0,0,550
2023-08-29,33450.0,59.99,59.99,0.0,0,0,0,551
2023-08-30,32412.0,59.99,59.99,0.0,0,0,0,552
2023-08-31,31322.0,59.99,59.99,0.0,0,0,0,553
2023-09-01,32617.0,59.99,59.99,0.0,0,0,0,554
2023-09-02,37065.0,59.99,59.99,0.0,0,1,0,555
2023-09-03,37504.0,59.99,59.99,0.0,0,1,0,556
2023-09-04,32509.0,59.99,59.99,0.0,0,0,1,557
2023-09-05,30036.0,59.99,59.99,0.0,0,0,0,558
2023-09-06,28779.0,59.99,59.99,0.0,0,0,0,559
2023-09-07,28899.0,59.99,59.99,0.0,0,0,0,560
2023-09-08,30655.0,59.99,59.99,0.0,0,0,0,561
2023-09-09,35489.0,59.99,59.99,0.0,0,1,0,562
2023-09-10,36531.0,59.99,59.99,0.0,0,1,0,563
2023-09-11,28897.0,59.99,59.99,0.0,0,0,0,564
2023-09-12,28315.0,59.99,59.99,0.0,0,0,0,565
2023-09-13,28317.0,59.99,59.99,0.0,0,0,0,566
2023-09-14,27549.0,59.99,59.99,0.0,0,0,0,567
2023-09-15,29593.0,59.99,59.99,0.0,0,0,0,568
2023-09-16,35065.0,59.99,59.99,0.0,0,1,0,569
2023-09-17,36276.0,59.99,59.99,0.0,0,1,0,570
2023-09-18,28025.0,59.99,59.99,0.0,0,0,0,571
2023-09-19,27380.0,59.99,59.99,0.0,0,0,0,572
2023-09-20,26954.0,59.99,59.99,0.0,0,0,0,573
2023-09-21,26641.0,59.99,59.99,0.0,0,0,0,574
2023-09-22,28182.0,59.99,59.99,0.0,0,0,0,575
2023-09-23,34020.0,59.99,59.99,0.0,0,1,0,576
2023-09-24,33765.0,59.99,59.99,0.0,0,1,0,577
2023-09-25,26551.0,59.99,59.99,0.0,0,0,0,578
2023-09-26,25803.0,59.99,59.99,0.0,0,0,0,579
2023-09-27,25405.0,59.99,59.99,0.0,0,0,0,580
2023-09-28,24201.0,59.99,59.99,0.0,0,0,0,581
2023-09-29,24880.0,59.99,59.99,0.0,0,0,0,582
2023-09-30,29925.0,59.99,59.99,0.0,0,1,0,583
2023-10-01,31514.0,59.99,59.99,0.0,0,1,0,584
2023-10-02,24532.0,59.99,59.99,0.0,0,0,0,585
2023-10-03,25344.0,59.99,59.99,0.0,0,0,0,586
2023-10-04,24653.0,59.99,59.99,0.0,0,0,0,587
2023-10-05,24910.0,39.59,59.99,34.00566761126854,1,0,0,588
2023-10-06,35366.0,39.59,59.99,34.00566761126854,1,0,0,589
2023-10-07,49133.0,39.59,59.99,34.00566761126854,1,1,0,590
2023-10-08,56348.0,39.59,59.99,34.00566761126854,1,1,0,591
2023-10-09,50167.0,39.59,59.99,34.00566761126854,1,0,1,592
2023-10-10,50318.0,39.59,59.99,34.00566761126854,1,0,0,593
2023-10-11,50566.0,39.59,59.99,34.00566761126854,1,0,0,594
2023-10-12,53336.0,39.59,59.99,34.00566761126854,1,0,0,595
2023-10-13,56180.0,39.59,59.99,34.00566761126854,1,0,0,596
2023-10-14,66989.0,39.59,59.99,34.00566761126854,1,1,0,597
2023-10-15,66860.0,39.59,59.99,34.00566761126854,1,1,0,598
2023-10-16,57215.0,39.59,59.99,34.00566761126854,1,0,0,599
2023-10-17,58179.0,39.59,59.99,34.00566761126854,1,0,0,600
2023-10-18,57859.0,39.59,59.99,34.00566761126854,1,0,0,601
2023-10-19,58366.0,59.99,59.99,0.0,0,0,0,602
2023-10-20,60850.0,59.99,59.99,0.0,0,0,0,603
2023-10-21,67628.0,59.99,59.99,0.0,0,1,0,604
2023-10-22,66060.0,59.99,59.99,0.0,0,1,0,605
2023-10-23,55129.0,59.99,59.99,0.0,0,0,0,606
2023-10-24,53871.0,59.99,59.99,0.0,0,0,0,607
2023-10-25,52617.0,59.99,59.99,0.0,0,0,0,608
2023-10-26,50997.0,59.99,59.99,0.0,0,0,0,609
2023-10-27,52742.0,59.99,59.99,0.0,0,0,0,610
2023-10-28,57416.0,59.99,59.99,0.0,0,1,0,611
2023-10-29,56747.0,59.99,59.99,0.0,0,1,0,612
2023-10-30,46785.0,59.99,59.99,0.0,0,0,0,613
2023-10-31,45790.0,59.99,59.99,0.0,0,0,0,614
2023-11-01,46531.0,59.99,59.99,0.0,0,0,0,615
2023-11-02,45364.0,59.99,59.99,0.0,0,0,0,616
2023-11-03,45831.0,59.99,59.99,0.0,0,0,0,617
2023-11-04,51749.0,59.99,59.99,0.0,0,1,0,618
2023-11-05,50175.0,59.99,59.99,0.0,0,1,0,619
2023-11-06,41134.0,59.99,59.99,0.0,0,0,0,620
2023-11-07,39764.0,59.99,59.99,0.0,0,0,0,621
2023-11-08,38176.0,59.99,59.99,0.0,0,0,0,622
2023-11-09,38081.0,59.99,59.99,0.0,0,0,0,623
2023-11-10,40600.0,59.99,59.99,0.0,0,0,1,624
2023-11-11,46949.0,59.99,59.99,0.0,0,1,1,625
2023-11-12,46493.0,59.99,59.99,0.0,0,1,0,626
2023-11-13,36340.0,59.99,59.99,0.0,0,0,0,627
2023-11-14,36264.0,59.99,59.99,0.0,0,0,0,628
2023-11-15,35954.0,59.99,59.99,0.0,0,0,0,629
2023-11-16,34647.0,59.99,59.99,0.0,0,0,0,630
2023-11-17,37405.0,59.99,59.99,0.0,0,0,0,631
2023-11-18,44309.0,59.99,59.99,0.0,0,1,0,632
2023-11-19,43263.0,59.99,59.99,0.0,0,1,0,633
2023-11-20,34873.0,59.99,59.99,0.0,0,0,0,634
2023-11-21,34036.0,59.99,59.99,0.0,0,0,0,635
2023-11-22,34047.0,59.99,59.99,0.0,0,0,0,636
2023-11-23,34137.0,59.99,59.99,0.0,0,0,1,637
2023-11-24,36457.0,59.99,59.99,0.0,0,0,0,638
2023-11-25,41795.0,59.99,59.99,0.0,0,1,0,639
2023-11-26,41982.0,59.99,59.99,0.0,0,1,0,640
2023-11-27,33247.0,59.99,59.99,0.0,0,0,0,641
2023-11-28,33284.0,59.99,59.99,0.0,0,0,0,642
2023-11-29,33865.0,59.99,59.99,0.0,0,0,0,643
2023-11-30,33569.0,59.99,59.99,0.0,0,0,0,644
2023-12-01,36010.0,59.99,59.99,0.0,0,0,0,645
2023-12-02,42363.0,59.99,59.99,0.0,0,1,0,646
2023-12-03,42426.0,59.99,59.99,0.0,0,1,0,647
2023-12-04,33772.0,59.99,59.99,0.0,0,0,0,648
2023-12-05,33102.0,59.99,59.99,0.0,0,0,0,649
2023-12-06,32972.0,59.99,59.99,0.0,0,0,0,650
2023-12-07,32070.0,59.99,59.99,0.0,0,0,0,651
2023-12-08,34537.0,59.99,59.99,0.0,0,0,0,652
2023-12-09,40064.0,59.99,59.99,0.0,0,1,0,653
2023-12-10,40412.0,59.99,59.99,0.0,0,1,0,654
2023-12-11,32305.0,59.99,59.99,0.0,0,0,0,655
2023-12-12,32333.0,59.99,59.99,0.0,0,0,0,656
2023-12-13,32279.0,59.99,59.99,0.0,0,0,0,657
2023-12-14,31960.0,59.99,59.99,0.0,0,0,0,658
2023-12-15,33792.0,59.99,59.99,0.0,0,0,0,659
2023-12-16,40314.0,59.99,59.99,0.0,0,1,0,660
2023-12-17,39838.0,59.99,59.99,0.0,0,1,0,661
2023-12-18,32350.0,59.99,59.99,0.0,0,0,0,662
2023-12-19,33050.0,59.99,59.99,0.0,0,0,0,663
2023-12-20,32553.0,59.99,59.99,0.0,0,0,0,664
2023-12-21,33238.0,35.99,59.99,40.00666777796299,1,0,0,665
2023-12-22,49535.0,35.99,59.99,40.00666777796299,1,0,0,666
2023-12-23,62541.0,35.99,59.99,40.00666777796299,1,1,0,667
2023-12-24,66839.0,35.99,59.99,40.00666777796299,1,1,0,668
2023-12-25,69040.0,35.99,59.99,40.00666777796299,1,0,1,669
2023-12-26,75594.0,35.99,59.99,40.00666777796299,1,0,0,670
2023-12-27,77347.0,35.99,59.99,40.00666777796299,1,0,0,671
2023-12-28,79952.0,35.99,59.99,40.00666777796299,1,0,0,672
2023-12-29,83198.0,35.99,59.99,40.00666777796299,1,0,0,673
2023-12-30,88431.0,35.99,59.99,40.00666777796299,1,1,0,674
2023-12-31,85441.0,35.99,59.99,40.00666777796299,1,1,0,675
2024-01-01,87674.0,35.99,59.99,40.00666777796299,1,0,1,676
2024-01-02,89709.0,35.99,59.99,40.00666777796299,1,0,0,677
2024-01-03,89888.0,35.99,59.99,40.00666777796299,1,0,0,678
2024-01-04,89164.0,59.99,59.99,0.0,0,0,0,679
2024-01-05,92205.0,59.99,59.99,0.0,0,0,0,680
2024-01-06,99048.0,59.99,59.99,0.0,0,1,0,681
2024-01-07,95996.0,59.99,59.99,0.0,0,1,0,682
2024-01-08,79078.0,59.99,59.99,0.0,0,0,0,683
2024-01-09,77031.0,59.99,59.99,0.0,0,0,0,684
2024-01-10,73223.0,59.99,59.99,0.0,0,0,0,685
2024-01-11,70021.0,59.99,59.99,0.0,0,0,0,686
2024-01-12,75076.0,59.99,59.99,0.0,0,0,0,687
2024-01-13,86800.0,59.99,59.99,0.0,0,1,0,688
2024-01-14,86531.0,59.99,59.99,0.0,0,1,0,689
2024-01-15,70948.0,59.99,59.99,0.0,0,0,1,690
2024-01-16,70398.0,59.99,59.99,0.0,0,0,0,691
2024-01-17,70986.0,59.99,59.99,0.0,0,0,0,692
2024-01-18,69666.0,59.99,59.99,0.0,0,0,0,693
2024-01-19,72507.0,59.99,59.99,0.0,0,0,0,694
2024-01-20,82851.0,59.99,59.99,0.0,0,1,0,695
2024-01-21,81742.0,59.99,59.99,0.0,0,1,0,696
2024-01-22,63455.0,59.99,59.99,0.0,0,0,0,697
2024-01-23,61464.0,59.99,59.99,0.0,0,0,0,698
2024-01-24,59960.0,59.99,59.99,0.0,0,0,0,699
2024-01-25,57939.0,59.99,59.99,0.0,0,0,0,700
2024-01-26,59192.0,59.99,59.99,0.0,0,0,0,701
2024-01-27,70061.0,59.99,59.99,0.0,0,1,0,702
2024-01-28,71308.0,59.99,59.99,0.0,0,1,0,703
2024-01-29,55455.0,59.99,59.99,0.0,0,0,0,704
2024-01-30,55391.0,59.99,59.99,0.0,0,0,0,705
2024-01-31,54017.0,59.99,59.99,0.0,0,0,0,706
2024-02-01,51809.0,59.99,59.99,0.0,0,0,0,707
2024-02-02,55152.0,59.99,59.99,0.0,0,0,0,708
2024-02-03,65363.0,59.99,59.99,0.0,0,1,0,709
2024-02-04,68094.0,59.99,59.99,0.0,0,1,0,710
2024-02-05,51567.0,59.99,59.99,0.0,0,0,0,711
2024-02-06,49623.0,59.99,59.99,0.0,0,0,0,712
2024-02-07,48911.0,59.99,59.99,0.0,0,0,0,713
2024-02-08,47684.0,59.99,59.99,0.0,0,0,0,714
2024-02-09,47793.0,59.99,59.99,0.0,0,0,0,715
2024-02-10,58061.0,59.99,59.99,0.0,0,1,0,716
2024-02-11,61612.0,59.99,59.99,0.0,0,1,0,717
2024-02-12,47541.0,59.99,59.99,0.0,0,0,0,718
2024-02-13,48377.0,59.99,59.99,0.0,0,0,0,719
2024-02-14,44926.0,59.99,59.99,0.0,0,0,0,720
2024-02-15,45523.0,59.99,59.99,0.0,0,0,0,721
2024-02-16,48849.0,59.99,59.99,0.0,0,0,0,722
2024-02-17,57520.0,59.99,59.99,0.0,0,1,0,723
2024-02-18,59232.0,59.99,59.99,0.0,0,1,0,724
2024-02-19,46665.0,59.99,59.99,0.0,0,0,1,725
2024-02-20,45866.0,59.99,59.99,0.0,0,0,0,726
2024-02-21,53777.0,59.99,59.99,0.0,0,0,0,727
2024-02-22,70188.0,59.99,59.99,0.0,0,0,0,728
2024-02-23,81361.0,59.99,59.99,0.0,0,0,0,729
2024-02-24,100936.0,59.99,59.99,0.0,0,1,0,730
2024-02-25,108636.0,59.99,59.99,0.0,0,1,0,731
2024-02-26,85679.0,59.99,59.99,0.0,0,0,0,732
2024-02-27,86284.0,59.99,59.99,0.0,0,0,0,733
2024-02-28,87143.0,59.99,59.99,0.0,0,0,0,734
2024-02-29,84933.0,59.99,59.99,0.0,0,0,0,735
2024-03-01,92198.0,59.99,59.99,0.0,0,0,0,736
2024-03-02,112016.0,59.99,59.99,0.0,0,1,0,737
2024-03-03,112406.0,59.99,59.99,0.0,0,1,0,738
2024-03-04,83875.0,59.99,59.99,0.0,0,0,0,739
2024-03-05,83966.0,59.99,59.99,0.0,0,0,0,740
2024-03-06,81357.0,59.99,59.99,0.0,0,0,0,741
2024-03-07,80652.0,59.99,59.99,0.0,0,0,0,742
2024-03-08,88533.0,59.99,59.99,0.0,0,0,0,743
2024-03-09,105190.0,59.99,59.99,0.0,0,1,0,744
2024-03-10,106480.0,59.99,59.99,0.0,0,1,0,745
2024-03-11,79353.0,59.99,59.99,0.0,0,0,0,746
2024-03-12,78858.0,59.99,59.99,0.0,0,0,0,747
2024-03-13,76185.0,59.99,59.99,0.0,0,0,0,748
2024-03-14,73383.0,59.99,59.99,0.0,0,0,0,749
2024-03-15,81480.0,59.99,59.99,0.0,0,0,0,750
2024-03-16,97188.0,59.99,59.99,0.0,0,1,0,751
2024-03-17,97491.0,59.99,59.99,0.0,0,1,0,752
2024-03-18,70410.0,59.99,59.99,0.0,0,0,0,753
2024-03-19,70974.0,59.99,59.99,0.0,0,0,0,754
2024-03-20,69418.0,59.99,59.99,0.0,0,0,0,755
2024-03-21,66205.0,59.99,59.99,0.0,0,0,0,756
